key,score
135402,0.037698302
310682,0.99947387
258969,5.47E-06
211390,0.98853743
34108,0.9837489
546487,0.23601195
494621,0.000977723
27134,0.9287477
13608,0.95815647
287315,0.79635626
215734,4.88E-05
417202,0.3930305
471306,0.021039192
405922,0.34618974
248279,8.58E-05
53817,0.99415576
258681,0.99999356
552262,0.030232562
100589,0.6802385
414366,0.0162123
182681,0.3073147
279736,0.00202237
455963,0.029343342
303993,0.57534873
311544,0.6300366
107815,0.98505026
495774,0.5490657
182033,0.9667321
439646,6.56E-08
421559,0.25366178
421359,0.8823361
57337,0.9275664
481596,0.45347995
528012,5.34E-06
328015,0.7170988
224232,0.8258097
244414,0.71603477
288942,0.002356287
471591,0.55529183
345558,0.7116494
70685,0.05005915
474819,2.08E-07
10317,0.32892478
504220,0.6708439
474786,0.85394436
481686,0.6241829
357546,0.9790294
413833,0.99725085
429930,0.40009263
176415,0.84726125
386135,0.010031819
416151,0.005985869
99993,0.42868412
482973,0.000364514
382338,0.876855
38428,0.9997998
406292,0.013875243
395771,0.13210486
2007,0.072022185
251450,0.49313226
254669,0.8775529
32157,0.9963469
508721,0.7896014
411843,0.41482872
506262,0.030677462
49078,0.054098163
222027,0.9979232
573712,0.001645103
200081,0.000737002
483746,0.0831231
35601,0.99712986
63626,0.99709535
72814,0.013044465
460823,0.4948314
553342,0.9999006
67361,0.8700207
356771,0.05073752
169168,0.95605814
92974,0.9782366
462966,0.8034477
531405,0.8055101
69029,0.99483734
121717,0.73178107
135240,0.9875367
474978,0.76621324
490462,0.6483629
492272,0.15071326
54128,0.9860189
505895,0.023738973
166478,0.92841125
97115,0.9878813
100423,0.87879527
572584,0.2831811
560471,0.05241656
499419,0.9949156
367497,0.97851735
200396,0.11999999
559729,0.10260042
572778,0.018966092
481329,0.6213775
160716,0.95630693
201247,0.09041167
175158,0.8760669
10788,0.002958551
133946,0.99785787
318538,0.99390393
298096,0.00167008
68367,0.87316036
41297,0.45689955
266772,4.52E-07
468208,0.006708475
30904,0.6772954
123875,0.028044036
434713,0.9974523
324630,0.94793266
19906,0.97622323
138723,0.6253381
551527,0.9972313
405046,0.562354
72384,0.9444157
197616,0.07753675
542594,5.12E-05
491954,0.026408583
578356,0.012599932
94724,0.9842858
8472,0.9438738
192653,0.80879545
270111,0.02087396
134367,0.63949513
313415,0.84181935
17077,0.53163296
465267,0.004553625
547902,0.000688862
45649,0.8882735
423863,0.00040178
311126,0.88817006
171975,0.2815588
489284,0.6739347
477521,0.83094066
329361,0.05416807
234889,0.9226735
400306,0.85268193
151498,0.6934468
132783,0.71637297
407149,0.09422911
403331,0.29288453
529487,0.992054
259782,0.1794491
563990,0.007579626
33798,0.9987224
355889,0.28235736
413564,0.1069035
276701,5.81E-05
373158,0.95445687
157289,0.60015714
178929,0.6369339
565555,0.9662035
220485,0.98546195
86864,0.9873984
435268,1.02E-07
82286,0.8898379
215758,0.006837713
498116,0.9473514
522929,0.1413044
364278,0.998538
553991,0.0903866
534919,0.9539402
6748,0.08025438
163825,0.9514422
321768,0.9823926
150900,0.1098065
514541,0.000930364
514104,9.39E-07
409341,0.073300645
214766,0.80236053
262848,0.39072788
410516,0.000796688
380525,0.000660022
126703,0.7949583
467099,3.26E-05
221419,6.37E-05
405406,5.27E-06
442806,0.97054267
387974,0.40867427
486876,0.8000316
74179,0.6382052
166597,0.9933548
248786,0.079805434
330107,0.77809614
361713,0.90077543
154186,0.99476045
433283,0.12215226
272294,1.85E-06
350748,0.55334383
203506,0.037224997
541801,0.17892796
410118,0.20062628
233811,0.47201547
87149,0.8478127
322724,0.98301274
223900,0.30788353
70020,0.99994874
279367,0.7508498
464270,0.2894302
335454,7.78E-05
569009,0.9927229
431149,0.6154203
276340,0.20282315
514365,0.001433443
31449,0.99987924
429068,0.000230536
199784,0.13143986
279461,0.000863407
42943,0.9886031
491121,0.99537563
424955,0.000129529
495272,0.5460411
501152,0.02065703
484074,0.16062872
526709,0.000278669
444481,0.9135633
200782,0.9701076
112645,0.94466937
315449,0.77085567
454167,0.22622614
203772,0.6941276
436046,0.53324026
248111,0.77759933
249038,0.61503935
246658,1.17E-05
120813,0.9989379
462900,0.81762195
373552,0.08290082
500297,0.76484054
319076,0.34159157
399918,0.14327346
141762,0.5456842
210488,0.99848384
416674,0.7827284
305012,0.7259494
253051,0.08351341
180537,0.000324879
413680,0.052539855
330792,0.03482126
74775,0.98803663
475995,0.84562206
325819,0.5529504
102683,0.99786276
388408,0.08914569
100969,0.9572308
462595,0.007558825
427914,0.9925518
157165,0.93684894
494625,0.000432426
551794,0.10852176
16480,0.80649394
93074,0.9991616
173970,0.7533029
397801,0.005954754
320089,3.70E-05
498464,0.13757487
516892,0.98875964
502208,0.38668457
543731,0.032921698
172578,0.952134
510985,0.15655452
222467,0.8311597
215879,0.40030333
308418,0.67030025
114565,0.9904855
110356,0.9134716
192360,0.032548442
484921,1.19E-05
267511,0.3183099
1780,0.004744547
360988,0.002832631
368868,0.7300949
330168,0.9716162
58493,0.38622373
508958,0.90637046
498384,0.97755855
287282,0.002881541
500728,0.99788946
445317,0.93304116
484267,0.002462558
41138,0.9995521
156891,0.9983948
272823,0.04914495
177536,0.6734452
123898,0.9765726
313849,0.36600104
9742,1.29E-05
40255,0.81389445
257187,0.64841914
563969,0.5958508
162112,0.9855182
209255,0.000578003
11112,0.013039267
235028,1.26E-06
75616,0.992359
435886,0.009755511
256459,0.92820233
156272,0.2453548
274255,0.08909984
277661,0.95886815
251099,0.99993753
276610,0.00078157
403811,0.042337853
50605,0.9565569
430840,0.23711291
512393,0.024226123
105682,0.9931645
343000,0.83093995
34449,0.84748584
170264,0.28138337
47867,1
6637,0.7892103
227876,0.9988432
392372,0.5260257
393687,0.08416348
481508,0.7453895
52103,0.99790037
77653,0.9989127
572510,0.027817743
267603,0.9283489
435951,0.002115241
172871,0.77244604
317627,0.6789582
228036,0.9995035
52009,0.8443275
165411,0.8639814
135962,0.9911844
350513,0.89907616
286325,0.00822781
106371,0.93418616
373825,0.81106836
194090,2.17E-05
102760,0.999818
308596,0.9136881
511384,0.40124473
470062,0.07330226
435046,0.1987874
87196,0.9965294
75181,0.94617856
12817,0.023371495
103218,0.9761721
195711,0.024903012
110932,0.9992417
350010,0.8504593
523561,0.985532
258101,0.09795863
515072,5.35E-08
237068,0.93765014
24240,0.34243807
261100,0.01564003
273324,2.23E-05
420041,0.08837969
155840,0.92380035
26687,0.99998915
393203,0.87323284
183502,0.10670322
287599,1.67E-05
169587,0.77121544
385200,0.13534987
34058,0.9964194
387196,0.007549841
243333,0.9818434
197846,0.16854042
527601,0.008605388
427515,0.20959459
248301,0.006537035
572386,0.033503085
5502,0.024164036
313430,0.82481927
317661,0.9492696
69431,0.00899727
197632,0.98102814
388876,0.99999225
533701,0.61666334
472205,0.8874578
175830,0.93060267
329941,0.7779977
196779,0.9955505
169369,0.98525536
419826,0.11767743
536353,0.004219207
309395,0.818559
38498,0.9999291
549779,0.97183686
534344,0.09582961
202340,0.40156516
417791,0.9782015
207704,0.001185746
244768,0.9338482
447783,0.049702983
377949,0.99511826
273533,0.9595032
522342,0.74857914
38465,0.9970456
563894,0.66335243
46357,0.43858755
495313,0.000834797
186567,0.96321297
376960,0.837082
302041,0.7078997
520027,0.9880838
269859,0.77530926
253803,3.92E-07
49486,0.8267076
305104,0.9789955
55722,0.5923523
376556,0.66455674
162493,0.69704866
203508,0.01622875
277018,0.56606716
435981,1.24E-07
130343,0.17549908
173341,0.79558194
17335,0.8211033
333363,0.001335106
222202,5.56E-05
243174,0.9988047
268680,3.85E-06
504393,0.9361811
338906,0.004624834
1306,1.73E-09
441841,0.65538263
405218,0.057820152
390592,0.003280046
364923,0.839684
418228,0.7394337
190920,0.36888847
164187,0.8105544
132885,0.4561168
338176,0.9583551
551913,0.99979275
140036,0.59218866
287112,6.09E-06
353454,0.9583098
274766,0.6146254
274077,0.6773264
94810,0.19854431
19040,0.93372697
422473,0.9824576
445521,0.3399125
150206,0.95325005
462854,0.13014194
61973,0.041495223
483441,0.12623866
191241,0.33463004
379359,0.5502342
497845,0.86322933
270142,0.000571385
343869,0.98553735
85962,0.24889684
507978,1.94E-05
352654,0.9672797
150535,0.97752464
48437,0.95584506
458351,0.8694245
177094,0.3046208
28260,0.9678783
476013,0.99661285
496572,0.65271455
160290,0.19132434
166370,0.43660578
360297,0.9516515
291278,0.000180055
175859,0.027744075
194247,0.54257023
513438,0.0523038
153756,0.64517
423540,0.9993185
464116,0.007702751
477622,6.75E-06
137451,0.9899328
309810,0.001672503
539706,0.00201321
457542,0.000913543
59967,0.81736726
163757,0.94884515
135585,0.99106264
124573,0.7918399
243053,0.000217408
246224,0.19929229
58969,0.9993637
6636,0.9380778
431601,0.2380529
154594,0.96935934
101009,0.8678893
488556,0.1783486
511160,0.000102472
138210,0.9999995
48620,0.21138766
220722,0.050241992
7846,0.05510546
247693,0.08465611
323790,0.008602443
144258,0.30782586
338394,0.96806157
347991,0.48103335
146180,0.99260604
447116,0.029089492
536723,0.079783626
320998,0.45428595
149803,0.7956517
131640,0.99251246
121518,0.9938862
514624,0.12462881
327259,3.35E-05
550860,0.010792227
182975,0.115239225
118172,0.9925823
433670,0.028823202
428916,0.51530945
287828,0.005592502
149390,0.99976844
394524,9.98E-05
443014,0.9088214
156350,0.9330342
499864,0.30611357
199216,0.21257393
472598,0.101889916
132296,0.49158454
96648,0.4436131
541526,0.003373175
510722,0.002098754
328514,0.94037145
187057,0.32883313
497602,0.13078763
198542,0.9898178
101410,0.032677986
124650,0.99185795
314966,0.000154286
262276,2.29E-07
194204,0.28580892
221273,0.9959347
482369,0.34778762
30300,0.99779874
521966,0.35216472
331733,0.08129109
486774,0.1302268
346235,0.6056085
512725,0.98788494
556861,1.99E-06
221318,0.9566367
117511,0.74613553
498996,0.7350614
428911,0.9880332
71981,0.3858643
327964,0.192297
416891,0.011124059
112833,0.99314344
220839,0.9547367
315614,0.3560016
13205,7.03E-05
530361,0.00266781
531795,0.991479
20072,0.7249004
440310,0.9928885
273774,2.69E-06
536819,0.93230695
285697,0.7312707
456294,0.4901775
425762,0.73138416
23591,0.33643287
401218,0.003779864
529825,0.016783735
170406,0.171317
51979,0.9753946
448644,0.6873826
497656,0.5170571
125135,0.99250036
547373,0.38206157
175701,0.8995413
41277,0.45931965
473597,0.9291388
431309,0.46105844
356460,0.04238134
144485,0.9608104
411410,0.03565433
279414,0.034938127
367440,0.93161416
57852,0.89214087
518852,0.9826407
533962,5.30E-05
495033,0.9472381
446328,0.665923
308556,0.963298
264367,0.7733245
542719,0.001064853
489278,0.000457599
223732,0.9005724
366582,0.991544
418155,0.000638713
59593,0.017630748
303088,0.92239106
22365,0.94269496
553789,0.016962403
575202,0.002316879
475791,0.005377623
201580,0.83601487
458315,0.03286289
573112,0.030403292
84770,0.5256405
53331,0.90039605
107929,0.7054083
331986,0.43827
193414,0.05361735
561326,0.06554935
385042,0.49912333
281813,0.012372907
557692,0.53139436
33947,0.9949321
252149,0.43260878
174841,0.79350686
377599,0.91351974
419441,0.87018234
311744,0.9943066
98345,0.54464275
394019,0.98811567
135883,0.8278052
125216,0.001580601
184894,0.9653118
64655,0.25481364
210410,0.018028362
13751,0.5024262
823,0.000461612
188846,0.001506951
112938,0.98835397
417453,9.93E-06
438219,0.38652542
31119,0.06486613
548097,0.58266085
23547,0.99790454
496987,0.13450778
216753,0.6618814
231214,0.94980246
334762,1.00E-05
306629,0.777064
431494,0.019873835
178889,0.001605932
354505,0.9103154
529861,1.19E-05
357980,0.006270847
69342,0.9963386
313750,0.002882636
166266,0.38013268
131910,0.9941136
448342,0.439298
280400,0.013366407
553812,0.9033333
514372,0.000122442
240624,0.010412337
386286,0.9959038
569848,0.7449403
43033,0.95549667
484829,0.96409655
178583,0.90754175
75487,0.8396514
86672,0.77689785
437389,8.91E-08
388803,0.9903285
462626,0.000337365
347761,0.054746237
355625,0.049732555
96073,0.9936963
176655,0.99227625
514917,0.06992032
270251,0.000384567
291733,4.53E-05
317754,0.4459901
532803,0.000165014
97515,0.55269784
499334,0.8145412
420431,0.000107471
35776,0.21322349
194751,0.91864794
514897,0.08579998
478955,0.77741474
337722,0.88337606
553274,0.7309959
113173,0.998609
264976,0.001742516
474465,2.20E-07
349814,0.7021085
261955,0.090028055
522303,0.19308451
48222,0.99251443
359759,0.8484649
84903,0.9963458
86328,0.9805802
445114,0.004097177
403943,0.19053845
537009,0.23027736
261274,7.11E-07
50588,0.99781173
17666,0.85543764
498030,0.99147594
271931,0.04534556
44122,0.33393124
437373,1.13E-07
27662,0.9984407
314752,0.6725331
465962,0.93915504
107409,0.99907047
362008,0.84863454
80935,0.6784873
286992,2.73E-05
373450,0.9644436
86039,0.9929974
340652,0.87933457
154030,0.12609483
190028,0.3852423
517176,0.06759241
558547,0.9801326
367224,0.32900432
520806,0.949377
538829,0.68066895
259880,0.7796033
485803,0.952131
533438,0.000294592
214158,0.93761826
448025,0.007094554
307096,0.9716547
568088,0.4585604
94031,0.9993242
242946,0.9138836
572632,0.00746721
51583,0.11101782
8863,0.20452648
477986,0.67359984
458167,0.023276104
318494,0.82281834
222357,0.99992144
130311,0.9962065
313367,0.31856602
58464,0.85699075
481109,0.99803704
201486,9.03E-05
488141,0.14280018
17878,0.50527334
463889,0.8258919
344525,0.8954326
25298,0.9802452
298627,5.04E-07
526430,0.002609068
312332,0.9999218
434055,0.01471837
72503,0.11647553
357666,0.000607864
181012,0.60182697
470618,0.998321
149012,0.91983944
295245,0.68645674
99954,0.99049395
128456,0.9996389
402460,0.054497097
248355,1.15E-08
346441,0.7979649
496764,0.9148709
125978,0.9741581
411474,0.30146316
533095,0.001417518
383119,0.001015587
338559,0.006637659
144235,0.77218163
262753,0.003007065
446754,0.000649322
164664,0.95985055
212398,0.006275244
309914,0.17184214
49797,0.005662603
113872,0.64253443
472566,0.009546185
83019,0.99941576
299640,0.67284006
96864,0.9970099
328609,0.000653043
515926,0.9842589
73640,0.76229894
169943,0.6792764
137876,0.017986758
334491,0.4550181
409958,0.005017574
296795,0.06769957
2034,0.000273995
409287,0.02230995
374049,0.98967886
134873,0.7399798
505552,2.95E-05
28941,0.8741053
414503,0.6339415
393697,0.70020205
159131,0.4926697
187267,0.1982892
282033,0.14724472
532811,0.000874062
468455,0.66223717
248703,0.47223848
165071,0.97239697
579372,0.020808756
441072,0.007968186
444270,0.07397162
247595,0.9987985
111704,0.34133384
579835,0.3650387
49986,0.88859165
576482,4.87E-05
335880,0.69756037
3503,5.77E-06
123377,0.000895235
546503,0.2509298
147532,0.98334956
410617,0.06446513
57639,0.92303973
47025,0.9998679
450216,0.07289449
273585,0.91668946
345724,0.9884779
190036,0.104474865
259894,0.79744273
379513,2.37E-05
556575,0.9714508
298110,0.002746791
319669,0.41359368
83727,0.9957279
536060,0.32744485
243955,5.27E-08
511354,0.23673
436717,0.014024862
303080,0.9531822
430872,0.34776673
47237,0.9094744
183432,0.006246958
308459,0.573549
121389,0.9967257
286516,0.000895354
197152,0.94188863
265923,0.051788047
168509,0.14064534
335535,0.001900897
223244,0.976269
520841,0.16704984
456771,0.001271776
176731,0.30088443
389403,0.1661651
383386,0.001594718
437970,0.014635317
116891,0.8703898
410496,3.01E-05
96338,0.9983209
523624,0.60883427
527766,0.9625625
296319,0.006598949
357393,0.044288963
421697,0.85281366
87652,0.5574432
217169,0.99955696
36686,0.96310025
362048,0.77321
65667,0.96794444
453174,0.027861932
36461,0.9994242
368349,0.7954863
348785,0.10673923
518925,0.83348405
220663,0.04990729
2480,0.060149107
239019,0.7239029
130714,0.02146636
452107,0.023968838
286689,0.038092107
573951,0.1235569
502358,0.8964227
342461,0.005889918
301837,0.014513193
500630,0.9967739
107096,0.9937471
185404,0.39804414
15383,0.9666313
268790,0.000215043
391759,0.88162696
82012,0.9988876
188040,0.5855307
67999,0.9960372
425860,0.06613001
243921,0.46045542
80769,0.90940696
21975,0.8632176
208779,0.15137681
491266,0.9264362
282750,0.9837667
359177,0.052458376
544211,0.980093
505780,1.80E-05
38532,0.008652432
245899,0.9919098
129285,0.94161636
571913,0.336899
79000,0.9996525
338000,0.080968
198402,0.021466007
357291,0.16626579
395920,0.9612374
110266,0.021159196
415433,0.15491082
448817,0.993001
125786,0.72614413
302870,0.7519683
413415,0.12011839
102676,0.99793494
380527,0.003300925
135246,0.98825896
77799,0.54253465
398573,0.2721991
96292,0.9459267
168900,8.03E-12
205691,0.36570254
319649,0.41372436
387330,0.26105767
255415,0.619052
165788,0.97817206
156167,0.98940897
495358,0.027759258
229152,6.32E-06
58365,0.9846123
493775,0.87760925
442995,0.000130811
53649,0.35308072
253106,0.06861751
420278,0.004653818
121203,0.9823062
286181,0.8517221
215099,0.9959848
250728,1.40E-07
415180,0.9342492
528934,0.23821393
435374,0.09731554
280343,0.19315581
557769,0.010013784
397835,0.5090198
192974,0.619243
148209,0.73860556
530664,0.07008559
542051,0.83769983
439184,0.34830597
530495,0.9990441
212800,0.19279167
500495,0.9288137
178886,0.001483104
267153,0.000295606
501084,0.08882315
576586,0.005427613
472477,0.16538613
78183,0.964308
513851,0.1314802
23626,0.9845072
351728,0.9129142
316086,0.004292834
254416,4.44E-06
158845,0.9683897
258043,0.03423719
497476,0.9936599
44063,0.97783947
330867,0.95364106
165190,0.9417217
503887,0.002497475
173939,0.6735665
178190,0.67585933
175358,0.75255656
238275,0.37121755
163069,0.992725
37304,0.99695814
560161,0.14325453
415112,0.7444944
527028,0.000196417
297304,4.82E-05
1014,0.4787252
461199,0.02422377
451235,0.7257561
173551,0.5481013
342032,0.9511891
394891,0.83267206
178856,0.8225208
19133,0.98678267
138768,0.9344686
477857,0.94506043
559246,0.9313
557051,0.011775752
238217,0.8292055
551255,0.13877267
386502,0.37480608
243704,0.73240274
511987,0.0925643
578624,0.031190138
382437,0.003223972
120469,0.9591443
29508,0.96691906
223483,5.93E-07
544765,0.5165662
296071,0.013231012
86739,0.9555967
309659,0.04539912
540155,2.74E-06
487189,0.97005886
222186,1.84E-07
268835,0.013475741
150157,0.94238883
223849,0.9990784
20050,0.98410666
69276,0.94304216
203930,0.9866403
236346,0.98429835
524511,4.28E-05
189869,0.80906624
512073,0.16525358
234273,0.8783605
83071,0.99178606
225492,0.86139417
111691,0.36340052
483137,0.029958794
30153,0.86884236
318905,0.44192383
147286,0.70949185
368269,0.3742416
414663,0.000183036
339427,0.9764341
434758,0.000202571
494376,0.9347306
382465,0.001066773
251360,1.66E-06
104793,0.94654536
500018,0.9366913
32426,0.86542326
530319,0.001133857
397836,0.39989847
3185,0.82770026
90690,0.99841094
186763,0.55684483
183155,0.6421325
575737,0.053237494
415349,0.90214247
522623,0.90002364
104171,0.9799448
219029,0.7136862
300602,0.000573384
313442,0.7150784
299167,0.2796113
314083,0.9158621
419134,0.001566591
491905,0.009948017
21914,0.9486118
197486,0.9302478
277524,0.62699836
426052,0.001988056
370171,0.99529284
463882,0.9364476
574261,0.06901565
119859,0.9996112
58304,0.9790015
287822,0.045096427
524967,0.49372646
577049,0.00118838
572448,0.7384472
169848,0.9981673
412572,4.09E-05
340045,0.9548228
39205,0.9997347
427956,0.53989434
434609,0.9959567
154867,0.6736635
119866,0.9999671
33383,0.9998528
129196,0.9998907
282561,0.005893359
516937,0.9926521
458990,0.9261788
332129,0.25712785
354118,0.45343632
278310,0.001409166
569742,0.09970791
4694,7.17E-08
80482,0.93529505
400775,0.97761965
135987,0.9687847
325501,0.9893833
436650,0.1770254
360090,0.06372623
502541,0.58583677
322599,0.90020084
242225,0.11959187
28942,0.77663165
45810,0.9996636
268769,2.58E-07
552306,0.9912743
145855,0.54554313
151216,0.9599956
5043,2.82E-11
